30350	COG0001
30351	COG0002
30352	COG0003
30353	COG0004
30354	COG0005
30356	COG0006
30357	COG0007
30358	COG0008
30359	COG0009
30360	COG0010
30361	COG0011
30362	COG0012
30363	COG0013
30364	COG0014
30365	COG0015
30366	COG0016
30367	COG0017
30368	COG0018
30369	COG0019
30370	COG0020
30371	COG0021
30372	COG0022
30373	COG0023
30374	COG0024
30375	COG0025
30376	COG0026
30377	COG0027
30378	COG0028
30379	COG0029
30380	COG0030
30381	COG0031
30382	COG0033
30383	COG0034
30384	COG0035
30385	COG0036
30386	COG0037
30387	COG0038
30388	COG0039
30389	COG0040
30390	COG0041
30391	COG0042
30392	COG0043
30393	COG0044
30394	COG0045
30395	COG0046
30396	COG0047
30397	COG0048
30398	COG0049
30399	COG0050
30400	COG0051
30401	COG0052
30402	COG0053
30403	COG0054
30404	COG0055
30405	COG0056
30406	COG0057
30407	COG0058
30408	COG0059
30409	COG0060
30410	COG0061
30411	COG0062
30412	COG0063
30413	COG0064
30414	COG0065
30415	COG0066
30416	COG0067
30417	COG0068
30418	COG0069
30419	COG0070
30420	COG0071
30421	COG0072
30422	COG0073
30423	COG0074
30424	COG0075
30425	COG0076
30426	COG0077
30427	COG0078
30428	COG0079
30429	COG0080
30430	COG0081
30431	COG0082
30432	COG0083
30433	COG0084
30434	COG0085
30435	COG0086
30436	COG0087
30437	COG0088
30438	COG0089
30439	COG0090
30440	COG0091
30441	COG0092
30442	COG0093
30443	COG0094
30444	COG0095
30445	COG0096
30446	COG0097
30447	COG0098
30448	COG0099
30449	COG0100
30450	COG0101
30451	COG0102
30452	COG0103
30453	COG0104
30454	COG0105
30455	COG0106
30456	COG0107
30457	COG0108
30458	COG0109
30459	COG0110
30460	COG0111
30461	COG0112
30462	COG0113
30463	COG0114
30464	COG0115
30465	COG0116
30466	COG0117
30467	COG0118
30468	COG0119
30469	COG0120
30470	COG0121
30471	COG0122
30472	COG0123
30473	COG0124
30474	COG0125
30475	COG0126
30476	COG0127
30477	COG0128
30478	COG0129
30479	COG0130
30480	COG0131
30481	COG0132
30482	COG0133
30483	COG0134
30484	COG0135
30485	COG0136
30486	COG0137
30487	COG0138
30488	COG0139
30489	COG0140
30490	COG0141
30491	COG0142
30492	COG0143
30493	COG0144
30494	COG0145
30495	COG0146
30496	COG0147
30497	COG0148
30498	COG0149
30499	COG0150
30500	COG0151
30501	COG0152
30502	COG0153
30503	COG0154
30504	COG0155
30505	COG0156
30506	COG0157
30507	COG0158
30508	COG0159
30509	COG0160
30510	COG0161
30511	COG0162
30512	COG0163
30513	COG0164
30514	COG0165
30515	COG0166
30516	COG0167
30517	COG0168
30518	COG0169
30519	COG0170
30520	COG0171
30521	COG0172
30522	COG0173
30523	COG0174
30524	COG0175
30525	COG0176
30526	COG0177
30527	COG0178
30528	COG0179
30529	COG0180
30530	COG0181
30531	COG0182
30532	COG0183
30533	COG0184
30534	COG0185
30535	COG0186
30536	COG0187
30537	COG0188
30538	COG0189
30539	COG0190
30540	COG0191
30541	COG0192
30542	COG0193
30543	COG0194
30544	COG0195
30545	COG0196
30546	COG0197
30547	COG0198
30548	COG0199
30549	COG0200
30550	COG0201
30551	COG0202
30552	COG0203
30553	COG0204
30554	COG0205
30555	COG0206
30556	COG0207
30557	COG0208
73173	COG0209
30559	COG0210
30560	COG0211
30561	COG0212
30562	COG0213
30563	COG0214
30564	COG0215
30565	COG0216
30566	COG0217
30567	COG0218
30568	COG0219
30569	COG0220
30570	COG0221
30571	COG0222
30572	COG0223
30573	COG0224
30574	COG0225
30575	COG0226
30576	COG0227
30577	COG0228
30578	COG0229
30579	COG0230
30580	COG0231
30581	COG0232
30582	COG0233
30583	COG0234
30584	COG0235
30585	COG0236
30586	COG0237
30587	COG0238
30588	COG0239
30589	COG0240
30590	COG0241
30591	COG0242
30592	COG0243
30593	COG0244
30594	COG0245
30595	COG0246
30596	COG0247
30597	COG0248
30598	COG0249
30599	COG0250
30600	COG0251
30601	COG0252
30602	COG0253
30603	COG0254
30604	COG0255
30605	COG0256
30606	COG0257
30607	COG0258
30608	COG0259
30609	COG0260
30610	COG0261
30611	COG0262
30612	COG0263
30613	COG0264
30614	COG0265
30615	COG0266
30616	COG0267
30617	COG0268
30618	COG0269
30619	COG0270
30620	COG0271
30621	COG0272
30622	COG0274
30623	COG0275
30624	COG0276
30625	COG0277
30626	COG0278
30627	COG0279
30628	COG0280
30629	COG0281
30630	COG0282
30631	COG0283
30632	COG0284
30633	COG0285
30634	COG0286
30635	COG0287
30636	COG0288
30637	COG0289
30638	COG0290
30639	COG0291
30640	COG0292
30641	COG0293
30642	COG0294
30643	COG0295
30644	COG0296
30645	COG0297
30646	COG0298
30647	COG0299
30648	COG0300
30649	COG0301
30650	COG0302
30651	COG0303
30652	COG0304
30653	COG0305
30654	COG0306
30655	COG0307
30656	COG0308
30657	COG0309
30658	COG0310
30659	COG0311
30660	COG0312
30661	COG0313
30662	COG0314
30663	COG0315
30664	COG0316
30665	COG0317
30666	COG0318
30667	COG0319
30668	COG0320
30669	COG0321
30670	COG0322
30671	COG0323
30672	COG0324
30673	COG0325
30674	COG0326
30675	COG0327
30676	COG0328
30677	COG0329
30678	COG0330
30679	COG0331
30680	COG0332
30681	COG0333
30682	COG0334
30683	COG0335
30684	COG0336
30685	COG0337
30686	COG0338
30687	COG0339
30688	COG0340
30689	COG0341
30690	COG0342
30691	COG0343
30692	COG0344
30693	COG0345
30694	COG0346
30695	COG0347
30696	COG0348
30697	COG0349
30699	COG0350
30700	COG0351
30701	COG0352
30702	COG0353
30703	COG0354
30704	COG0355
30705	COG0356
30706	COG0357
30707	COG0358
30708	COG0359
30709	COG0360
30710	COG0361
30711	COG0362
30712	COG0363
30713	COG0364
30714	COG0365
30715	COG0366
30716	COG0367
30717	COG0368
30718	COG0369
30719	COG0370
30720	COG0371
30721	COG0372
30722	COG0373
30723	COG0374
30724	COG0375
30725	COG0376
30726	COG0377
30727	COG0378
30728	COG0379
30729	COG0380
30730	COG0381
30731	COG0382
30732	COG0383
30733	COG0384
30734	COG0385
30735	COG0386
30736	COG0387
30737	COG0388
30738	COG0389
30739	COG0390
30740	COG0391
30741	COG0392
30742	COG0393
30743	COG0394
30744	COG0395
30745	COG0396
30746	COG0397
30747	COG0398
30748	COG0399
30749	COG0400
30750	COG0401
30751	COG0402
30752	COG0403
30753	COG0404
30754	COG0405
30755	COG0406
30756	COG0407
30757	COG0408
30758	COG0409
30759	COG0410
30760	COG0411
30761	COG0412
30762	COG0413
30763	COG0414
30764	COG0415
30765	COG0416
30766	COG0417
30767	COG0418
30768	COG0419
30769	COG0420
30770	COG0421
30771	COG0422
30772	COG0423
30773	COG0424
88622	COG0425
30775	COG0426
30776	COG0427
30777	COG0428
30778	COG0429
30779	COG0430
30780	COG0431
30781	COG0432
30782	COG0433
30783	COG0434
30784	COG0435
30785	COG0436
30786	COG0437
30787	COG0438
30788	COG0439
30789	COG0440
30790	COG0441
30791	COG0442
30792	COG0443
30793	COG0444
30794	COG0445
30795	COG0446
30796	COG0447
30797	COG0448
30798	COG0449
30799	COG0450
30800	COG0451
30801	COG0452
30802	COG0454
30803	COG0455
30804	COG0456
30805	COG0457
30806	COG0458
30807	COG0459
30808	COG0460
30809	COG0461
30810	COG0462
30811	COG0463
30812	COG0464
30813	COG0465
30814	COG0466
30815	COG0467
30816	COG0468
30817	COG0469
73174	COG0470
30819	COG0471
30820	COG0472
30821	COG0473
30822	COG0474
30823	COG0475
30824	COG0476
30825	COG0477
30826	COG0478
30827	COG0479
30828	COG0480
30829	COG0481
30830	COG0482
30831	COG0483
30832	COG0484
30833	COG0486
30834	COG0488
30835	COG0489
30836	COG0490
30837	COG0491
30838	COG0492
30839	COG0493
30840	COG0494
30841	COG0495
30842	COG0496
30843	COG0497
30844	COG0498
30845	COG0499
30846	COG0500
30847	COG0501
30848	COG0502
30849	COG0503
30850	COG0504
30851	COG0505
30852	COG0506
30853	COG0507
30854	COG0508
30855	COG0509
30856	COG0510
30857	COG0511
30858	COG0512
30859	COG0513
30860	COG0514
30861	COG0515
30862	COG0516
30863	COG0517
30864	COG0518
30865	COG0519
30866	COG0520
30867	COG0521
30868	COG0522
30869	COG0523
30870	COG0524
30871	COG0525
30872	COG0526
30873	COG0527
30874	COG0528
30875	COG0529
30876	COG0530
30877	COG0531
30878	COG0532
30879	COG0533
30880	COG0534
30881	COG0535
30882	COG0536
30883	COG0537
30884	COG0538
30885	COG0539
30886	COG0540
30887	COG0541
30888	COG0542
30889	COG0543
30890	COG0544
30891	COG0545
30892	COG0546
30893	COG0547
30894	COG0548
30895	COG0549
30896	COG0550
30897	COG0551
30898	COG0552
30899	COG0553
30900	COG0554
30901	COG0555
30902	COG0556
30903	COG0557
30904	COG0558
30905	COG0559
30906	COG0560
30907	COG0561
30908	COG0562
30909	COG0563
30910	COG0564
30911	COG0565
30912	COG0566
30913	COG0567
30914	COG0568
30915	COG0569
30916	COG0571
30917	COG0572
30918	COG0573
30919	COG0574
30920	COG0575
30921	COG0576
30922	COG0577
30923	COG0578
30924	COG0579
30925	COG0580
30926	COG0581
30927	COG0582
30928	COG0583
30929	COG0584
30930	COG0585
30931	COG0586
30932	COG0587
30933	COG0588
30934	COG0589
30935	COG0590
30936	COG0591
30937	COG0592
30938	COG0593
30939	COG0594
30940	COG0595
30941	COG0596
30942	COG0597
30943	COG0598
30944	COG0599
30945	COG0600
30946	COG0601
30947	COG0602
30948	COG0603
30949	COG0604
30950	COG0605
30951	COG0606
30952	COG0607
30953	COG0608
30954	COG0609
30955	COG0610
30956	COG0611
30957	COG0612
30958	COG0613
30959	COG0614
30960	COG0615
30961	COG0616
30962	COG0617
30963	COG0618
30964	COG0619
30965	COG0620
30966	COG0621
30967	COG0622
30968	COG0623
30969	COG0624
30970	COG0625
30971	COG0626
30972	COG0627
30973	COG0628
30974	COG0629
30975	COG0630
30976	COG0631
30977	COG0632
30978	COG0633
30979	COG0634
30980	COG0635
30981	COG0636
30982	COG0637
30983	COG0638
30984	COG0639
30985	COG0640
30986	COG0641
30987	COG0642
30988	COG0643
30989	COG0644
30990	COG0645
30991	COG0646
30992	COG0647
30993	COG0648
30994	COG0649
30995	COG0650
30996	COG0651
30997	COG0652
30998	COG0653
30999	COG0654
31000	COG0655
31001	COG0656
31002	COG0657
31003	COG0658
31004	COG0659
31005	COG0661
31006	COG0662
31007	COG0663
31008	COG0664
31009	COG0665
31010	COG0666
31011	COG0667
31012	COG0668
31013	COG0669
31014	COG0670
31015	COG0671
31016	COG0672
31017	COG0673
31018	COG0674
31019	COG0675
31020	COG0676
31021	COG0677
31022	COG0678
31023	COG0679
31024	COG0680
31025	COG0681
31026	COG0682
31027	COG0683
31028	COG0684
31029	COG0685
31030	COG0686
31031	COG0687
31032	COG0688
31033	COG0689
31034	COG0690
31035	COG0691
31036	COG0692
31037	COG0693
31038	COG0694
31039	COG0695
31040	COG0696
31041	COG0697
31042	COG0698
31043	COG0699
31044	COG0700
31045	COG0701
31046	COG0702
31047	COG0703
31048	COG0704
31049	COG0705
31050	COG0706
31051	COG0707
31052	COG0708
31053	COG0709
31054	COG0710
31055	COG0711
31056	COG0712
31057	COG0713
31058	COG0714
31059	COG0715
31060	COG0716
31061	COG0717
31062	COG0718
31063	COG0719
31064	COG0720
31065	COG0721
31066	COG0722
31067	COG0723
31068	COG0724
31069	COG0725
31070	COG0726
31071	COG0727
31072	COG0728
31073	COG0729
31074	COG0730
31075	COG0731
31076	COG0732
31077	COG0733
31078	COG0735
31079	COG0736
31080	COG0737
31081	COG0738
31082	COG0739
31083	COG0740
31084	COG0741
31085	COG0742
31086	COG0743
31087	COG0744
31088	COG0745
31089	COG0746
31090	COG0747
31091	COG0748
31092	COG0749
31093	COG0750
31094	COG0751
31095	COG0752
31096	COG0753
31097	COG0754
31098	COG0755
31099	COG0756
31100	COG0757
31101	COG0758
31102	COG0759
31103	COG0760
31104	COG0761
31105	COG0762
31106	COG0763
31107	COG0764
31108	COG0765
31109	COG0766
31110	COG0767
31111	COG0768
31112	COG0769
31113	COG0770
31114	COG0771
31115	COG0772
31116	COG0773
31117	COG0774
31118	COG0775
31119	COG0776
31120	COG0777
31121	COG0778
88623	COG0779
31123	COG0780
31124	COG0781
31125	COG0782
31126	COG0783
31127	COG0784
31128	COG0785
31129	COG0786
31130	COG0787
31131	COG0788
31132	COG0789
31133	COG0790
31134	COG0791
31135	COG0792
31136	COG0793
31137	COG0794
31138	COG0795
31139	COG0796
31140	COG0797
31141	COG0798
31142	COG0799
31143	COG0800
31144	COG0801
31145	COG0802
31146	COG0803
31147	COG0804
31148	COG0805
31149	COG0806
31150	COG0807
31151	COG0809
31152	COG0810
31153	COG0811
31154	COG0812
31155	COG0813
31156	COG0814
31157	COG0815
31158	COG0816
31159	COG0817
31160	COG0818
31161	COG0819
31162	COG0820
31163	COG0821
31164	COG0822
31165	COG0823
31166	COG0824
31167	COG0825
31168	COG0826
31169	COG0827
31170	COG0828
31171	COG0829
31172	COG0830
31173	COG0831
31174	COG0832
31175	COG0833
31176	COG0834
31177	COG0835
31178	COG0836
31179	COG0837
31180	COG0838
31181	COG0839
31182	COG0840
31183	COG0841
31184	COG0842
31185	COG0843
31186	COG0845
31187	COG0846
31188	COG0847
31189	COG0848
31190	COG0849
31191	COG0850
31192	COG0851
31193	COG0852
31194	COG0853
31195	COG0854
31196	COG0855
31197	COG0856
31198	COG0857
31199	COG0858
31200	COG0859
31201	COG0860
31202	COG0861
31203	COG0863
31204	COG0864
31205	COG1001
31206	COG1002
31207	COG1003
31208	COG1004
31209	COG1005
31210	COG1006
31211	COG1007
31212	COG1008
31213	COG1009
31214	COG1010
31215	COG1011
31216	COG1012
31217	COG1013
31218	COG1014
31219	COG1015
31220	COG1017
31221	COG1018
31222	COG1019
31223	COG1020
31224	COG1021
31225	COG1022
31226	COG1023
31227	COG1024
31228	COG1025
31229	COG1026
31230	COG1027
31231	COG1028
31232	COG1029
31233	COG1030
31234	COG1031
31235	COG1032
31236	COG1033
31237	COG1034
31238	COG1035
31239	COG1036
31240	COG1038
31241	COG1039
31242	COG1040
31243	COG1041
31244	COG1042
31245	COG1043
31246	COG1044
31247	COG1045
31248	COG1047
31249	COG1048
31250	COG1049
31251	COG1051
31252	COG1052
31253	COG1053
31254	COG1054
31255	COG1055
31256	COG1056
31257	COG1057
31258	COG1058
31259	COG1059
31260	COG1060
31261	COG1061
31262	COG1062
31263	COG1063
31264	COG1064
31265	COG1066
31266	COG1067
31267	COG1069
31268	COG1070
31269	COG1071
31270	COG1072
31271	COG1073
31272	COG1074
31273	COG1075
31274	COG1076
31275	COG1077
31276	COG1078
31277	COG1079
31278	COG1080
31279	COG1082
31280	COG1083
31281	COG1084
31282	COG1085
31283	COG1086
31284	COG1087
31285	COG1088
31286	COG1089
31287	COG1090
31288	COG1091
31289	COG1092
31290	COG1093
31291	COG1094
31292	COG1095
31293	COG1096
31294	COG1097
31295	COG1098
31296	COG1099
31297	COG1100
31298	COG1101
31299	COG1102
31300	COG1103
31301	COG1104
31302	COG1105
31303	COG1106
31304	COG1107
31305	COG1108
31306	COG1109
31307	COG1110
31308	COG1111
31309	COG1112
31310	COG1113
31311	COG1114
31312	COG1115
31313	COG1116
31314	COG1117
31315	COG1118
31316	COG1119
31317	COG1120
31318	COG1121
31319	COG1122
31320	COG1123
31321	COG1124
31322	COG1125
31323	COG1126
31324	COG1127
31325	COG1129
31326	COG1131
31327	COG1132
31328	COG1133
31329	COG1134
31330	COG1135
31331	COG1136
31332	COG1137
31333	COG1138
31334	COG1139
31335	COG1140
31336	COG1141
31337	COG1142
31338	COG1143
31339	COG1144
31340	COG1145
31341	COG1146
31342	COG1148
31343	COG1149
31344	COG1150
31345	COG1151
31346	COG1152
31347	COG1153
31348	COG1154
31349	COG1155
31350	COG1156
31351	COG1157
31352	COG1158
31353	COG1159
31354	COG1160
31355	COG1161
31356	COG1162
31357	COG1163
31358	COG1164
31359	COG1165
31360	COG1166
31361	COG1167
31362	COG1168
31363	COG1169
31364	COG1171
31365	COG1172
31366	COG1173
31367	COG1174
31368	COG1175
31369	COG1176
31370	COG1177
31371	COG1178
31372	COG1179
31373	COG1180
31374	COG1181
31375	COG1182
31376	COG1183
31377	COG1184
31378	COG1185
31379	COG1186
31380	COG1187
31381	COG1188
31382	COG1189
31383	COG1190
31384	COG1191
31385	COG1192
31386	COG1193
31387	COG1194
31388	COG1195
31389	COG1196
31390	COG1197
31391	COG1198
31392	COG1199
31393	COG1200
31394	COG1201
31395	COG1202
31396	COG1203
31397	COG1204
31398	COG1205
31399	COG1206
31400	COG1207
31401	COG1208
31402	COG1209
31403	COG1210
31404	COG1211
31405	COG1212
31406	COG1213
31407	COG1214
31408	COG1215
31409	COG1216
31410	COG1217
31411	COG1218
31412	COG1219
31413	COG1220
31414	COG1221
31415	COG1222
31416	COG1223
31417	COG1224
31418	COG1225
31419	COG1226
31420	COG1227
31421	COG1228
31422	COG1229
31423	COG1230
31424	COG1231
31425	COG1232
31426	COG1233
31427	COG1234
31428	COG1235
31429	COG1236
31430	COG1237
31431	COG1238
31432	COG1239
31433	COG1240
31434	COG1241
31435	COG1242
31436	COG1243
31437	COG1244
31438	COG1245
31439	COG1246
31440	COG1247
31441	COG1249
31442	COG1250
31443	COG1251
31444	COG1252
31445	COG1253
31446	COG1254
31447	COG1255
31448	COG1256
31449	COG1257
31450	COG1258
31451	COG1259
31452	COG1260
31453	COG1261
31454	COG1262
31455	COG1263
31456	COG1264
31457	COG1266
31458	COG1267
31459	COG1268
31460	COG1269
31461	COG1270
31462	COG1271
31463	COG1272
31464	COG1273
31465	COG1274
31466	COG1275
31467	COG1276
31468	COG1277
31469	COG1278
31470	COG1279
31471	COG1280
31472	COG1281
31473	COG1282
31474	COG1283
31475	COG1284
31476	COG1285
31477	COG1286
31478	COG1287
31479	COG1288
31480	COG1289
31481	COG1290
31482	COG1291
31483	COG1292
31484	COG1293
31485	COG1294
31486	COG1295
31487	COG1296
31488	COG1297
31489	COG1298
31490	COG1299
31491	COG1300
31492	COG1301
31493	COG1302
31494	COG1303
31495	COG1304
31496	COG1305
31497	COG1306
31498	COG1307
31499	COG1308
31500	COG1309
31501	COG1310
31502	COG1311
31503	COG1312
31504	COG1313
31505	COG1314
31506	COG1315
31507	COG1316
31508	COG1317
31509	COG1318
31510	COG1319
31511	COG1320
31512	COG1321
31513	COG1322
31514	COG1323
31515	COG1324
31516	COG1325
31517	COG1326
31518	COG1327
31519	COG1328
31520	COG1329
31521	COG1330
31522	COG1331
31523	COG1332
31524	COG1333
31525	COG1334
31526	COG1335
31527	COG1336
31528	COG1337
31529	COG1338
31530	COG1339
31531	COG1340
31532	COG1341
31533	COG1342
31534	COG1343
31535	COG1344
31536	COG1345
31537	COG1346
31538	COG1347
31539	COG1348
31540	COG1349
31541	COG1350
31542	COG1351
31543	COG1352
31544	COG1353
31545	COG1354
31546	COG1355
31547	COG1356
31548	COG1357
31549	COG1358
31550	COG1359
31551	COG1360
31552	COG1361
31553	COG1362
31554	COG1363
31555	COG1364
31556	COG1365
31557	COG1366
31558	COG1367
31559	COG1368
31560	COG1369
31561	COG1370
31562	COG1371
31563	COG1372
31564	COG1373
31565	COG1374
31566	COG1376
31567	COG1377
31568	COG1378
31569	COG1379
31570	COG1380
31571	COG1381
31572	COG1382
31573	COG1383
31574	COG1384
31575	COG1385
31576	COG1386
31577	COG1387
31578	COG1388
31579	COG1389
31580	COG1390
31581	COG1391
31582	COG1392
31583	COG1393
31584	COG1394
31585	COG1395
31586	COG1396
31587	COG1397
31588	COG1398
31589	COG1399
31590	COG1400
31591	COG1401
31592	COG1402
31593	COG1403
31594	COG1404
31595	COG1405
31596	COG1406
31597	COG1407
31598	COG1408
31599	COG1409
31600	COG1410
31601	COG1411
31602	COG1412
31603	COG1413
31604	COG1414
31605	COG1415
31606	COG1416
31607	COG1417
31608	COG1418
31609	COG1419
31610	COG1420
31611	COG1421
31612	COG1422
31613	COG1423
31614	COG1424
31615	COG1426
31616	COG1427
31617	COG1428
31618	COG1429
31619	COG1430
31620	COG1431
31621	COG1432
31622	COG1433
31623	COG1434
31624	COG1435
31625	COG1436
31626	COG1437
31627	COG1438
31628	COG1439
31629	COG1440
31630	COG1441
31631	COG1442
31632	COG1443
31633	COG1444
31634	COG1445
31635	COG1446
31636	COG1447
31637	COG1448
31638	COG1449
31639	COG1450
31640	COG1451
31641	COG1452
31642	COG1453
31643	COG1454
31644	COG1455
31645	COG1456
31646	COG1457
31647	COG1458
31648	COG1459
31649	COG1460
31650	COG1461
31651	COG1462
31652	COG1463
31653	COG1464
31654	COG1465
31655	COG1466
31656	COG1467
31657	COG1468
31658	COG1469
31659	COG1470
31660	COG1471
31661	COG1472
31662	COG1473
31663	COG1474
31664	COG1475
31665	COG1476
31666	COG1477
31667	COG1478
31668	COG1479
31669	COG1480
31670	COG1481
31671	COG1482
31672	COG1483
31673	COG1484
31674	COG1485
31675	COG1486
31676	COG1487
31677	COG1488
31678	COG1489
31679	COG1490
31680	COG1491
31681	COG1492
31682	COG1493
31683	COG1494
31684	COG1495
31685	COG1496
31686	COG1497
31687	COG1498
31688	COG1499
31689	COG1500
31690	COG1501
31691	COG1502
31692	COG1503
31693	COG1504
31694	COG1505
31695	COG1506
31696	COG1507
31697	COG1508
31698	COG1509
31699	COG1510
31700	COG1511
31701	COG1512
31702	COG1513
31703	COG1514
31704	COG1515
31705	COG1516
31706	COG1517
31707	COG1518
31708	COG1519
31709	COG1520
31710	COG1521
31711	COG1522
31712	COG1523
31713	COG1524
31714	COG1525
31715	COG1526
31716	COG1527
31717	COG1528
31718	COG1529
31719	COG1530
31720	COG1531
31721	COG1532
31722	COG1533
31723	COG1534
31724	COG1535
31725	COG1536
31726	COG1537
31727	COG1538
31728	COG1539
31729	COG1540
31730	COG1541
31731	COG1542
31732	COG1543
31733	COG1544
31734	COG1545
31735	COG1546
31736	COG1547
31737	COG1548
31738	COG1549
31739	COG1550
31740	COG1551
31741	COG1552
31742	COG1553
31743	COG1554
31744	COG1555
31745	COG1556
31746	COG1558
31747	COG1559
31748	COG1560
31749	COG1561
31750	COG1562
31751	COG1563
31752	COG1564
31753	COG1565
31754	COG1566
31755	COG1567
31756	COG1568
31757	COG1569
31758	COG1570
31759	COG1571
31760	COG1572
31761	COG1573
31762	COG1574
31763	COG1575
31764	COG1576
31765	COG1577
31766	COG1578
31767	COG1579
31768	COG1580
31769	COG1581
31770	COG1582
31771	COG1583
31772	COG1584
31773	COG1585
31774	COG1586
31775	COG1587
31776	COG1588
31777	COG1589
31778	COG1590
31779	COG1591
31780	COG1592
31781	COG1593
31782	COG1594
31783	COG1595
31784	COG1596
31785	COG1597
31786	COG1598
31787	COG1599
31788	COG1600
31789	COG1601
31790	COG1602
31791	COG1603
31792	COG1604
31793	COG1605
31794	COG1606
31795	COG1607
31796	COG1608
31797	COG1609
31798	COG1610
31799	COG1611
31800	COG1612
31801	COG1613
31802	COG1614
31803	COG1615
31804	COG1617
31805	COG1618
31806	COG1619
31807	COG1620
31808	COG1621
31809	COG1622
31810	COG1623
31811	COG1624
31812	COG1625
31813	COG1626
31814	COG1627
31815	COG1628
31816	COG1629
31817	COG1630
31818	COG1631
31819	COG1632
31820	COG1633
31821	COG1634
31822	COG1635
31823	COG1636
31824	COG1637
31825	COG1638
31826	COG1639
31827	COG1640
31828	COG1641
31829	COG1643
31830	COG1644
31831	COG1645
31832	COG1646
31833	COG1647
31834	COG1648
31835	COG1649
31836	COG1650
31837	COG1651
31838	COG1652
31839	COG1653
31840	COG1654
31841	COG1655
31842	COG1656
31843	COG1657
31844	COG1658
31845	COG1659
31846	COG1660
31847	COG1661
31848	COG1662
31849	COG1663
31850	COG1664
31851	COG1665
31852	COG1666
31853	COG1667
31854	COG1668
31855	COG1669
31856	COG1670
31857	COG1671
31858	COG1672
31859	COG1673
31860	COG1674
31861	COG1675
31862	COG1676
31863	COG1677
31864	COG1678
31865	COG1679
31866	COG1680
31867	COG1681
31868	COG1682
31869	COG1683
31870	COG1684
31871	COG1685
31872	COG1686
31873	COG1687
31874	COG1688
31875	COG1689
31876	COG1690
31877	COG1691
31878	COG1692
31879	COG1693
31880	COG1694
31881	COG1695
31882	COG1696
31883	COG1697
31884	COG1698
31885	COG1699
31886	COG1700
31887	COG1701
31888	COG1702
31889	COG1703
31890	COG1704
31891	COG1705
31892	COG1706
31893	COG1707
31894	COG1708
31895	COG1709
31896	COG1710
31897	COG1711
31898	COG1712
31899	COG1713
31900	COG1714
31901	COG1715
31902	COG1716
31903	COG1717
31904	COG1718
31905	COG1719
31906	COG1720
31907	COG1721
31908	COG1722
31909	COG1723
31910	COG1724
31911	COG1725
31912	COG1726
31913	COG1727
31914	COG1728
31915	COG1729
31916	COG1730
31917	COG1731
31918	COG1732
31919	COG1733
31920	COG1734
31921	COG1735
31922	COG1736
31923	COG1737
31924	COG1738
31925	COG1739
31926	COG1740
31927	COG1741
31928	COG1742
31929	COG1743
31930	COG1744
31931	COG1745
31932	COG1746
31933	COG1747
31934	COG1748
31935	COG1749
31936	COG1750
31937	COG1751
31938	COG1752
31939	COG1753
31940	COG1754
31941	COG1755
31942	COG1756
31943	COG1757
31944	COG1758
31945	COG1759
31946	COG1760
31947	COG1761
31948	COG1762
31949	COG1763
31950	COG1764
31951	COG1765
31952	COG1766
31953	COG1767
31954	COG1768
31955	COG1769
31956	COG1770
31957	COG1771
31958	COG1772
31959	COG1773
31960	COG1774
31961	COG1775
31962	COG1776
31963	COG1777
31964	COG1778
31965	COG1779
31966	COG1780
31967	COG1781
31968	COG1782
31969	COG1783
31970	COG1784
31971	COG1785
31972	COG1786
31973	COG1787
31974	COG1788
31975	COG1790
